Sentence,Words,Entity
,are,O
,the,O
,office,B-E
,holders,I-E
,whose,O
,official,B-E
,residence's,I-E
,official,B-E
,language,I-E
,is,O
,Indian,B-E
,English,I-E
,?,O
Sentence: 1055,How,O
,many,O
,first,B-E
,driver,I-E
,are,O
,there,O
,of,O
,the,O
,Grand,B-E
,Prixes,I-E
,whose,O
,pole,B-E
,driver,I-E
,is,O
,Mika,B-E
,Hkkinen,I-E
,?,O
Sentence: 1056,What,O
,are,O
,the,O
,sport,B-E
,of,O
,Vishwajyot,O
,High,O
,School,O
,?,O
Sentence: 1057,What,O
,are,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,network's,B-E
,sister,B-E
,names,I-E
,is,O
,BBC,B-E
,Two,I-E
,?,O
Sentence: 1058,What,O
,is,O
,the,O
,owner,B-E
,of,O
,the,O
,bridge,B-E
,whose,O
,located,B-E
,in,I-E
,area,I-E
,is,O
,Boston,B-E
,?,O
Sentence: 1059,What,O
,is,O
,the,O
,fields,B-E
,of,O
,the,O
,Paul,B-E
,Demiville,I-E
,and,O
,Sylvain,B-E
,Lvi,I-E
Sentence: 1060,How,O
,many,O
,tenant,B-E
,are,O
,there,O
,of,O
,the,O
,stadia,B-E
,whose,O
,builder,B-E
,is,O
,PCL,B-E
,Construction,I-E
,?,O
Sentence: 1061,What,O
,is,O
,the,O
,non-fiction,B-E
,subject,I-E
,of,O
,the,O
,Thud!,B-E
,and,O
,field,B-E
,of,O
,the,O
,Jon,B-E
,Speelman,I-E
Sentence: 1062,What,O
,is,O
,the,O
,primeminister,B-E
,of,O
,the,O
,Victor,B-E
,Hope,I-E
,2nd,I-E
,Marquess,I-E
,of,I-E
,Linlithgow,I-E
,and,O
,edited,B-E
,by,I-E
,of,O
,the,O
,British,B-E
,Gazette,I-E
Sentence: 1063,What,O
,is,O
,the,O
,hockey,B-E
,team,I-E
,whose,O
,head,B-E
,coach,I-E
,is,O
,Alain,B-E
,Vigneault,I-E
,?,O
Sentence: 1064,What,O
,is,O
,the,O
,municipality,B-E
,of,O
,Patterson,O
,Houses,O
,?,O
Sentence: 1065,Give,O
,the,O
,total,O
,number,O
,of,O
,owls,B-E
,whose,O
,archipelago's,B-E
,largest,B-E
,city,I-E
,is,O
,Papeete,B-E
,.,O
Sentence: 1066,What,O
,is,O
,the,O
,source,B-E
,location,I-E
,of,O
,the,O
,river,B-E
,whose,O
,river,B-E
,mouth,I-E
,is,O
,Lake,B-E
,Washington,I-E
,?,O
Sentence: 1067,What,O
,is,O
,the,O
,developed,B-E
,by,I-E
,of,O
,the,O
,software,B-E
,whose,O
,operating,B-E
,system,I-E
,is,O
,Cross-platform,B-E
,?,O
Sentence: 1068,What,O
,is,O
,the,O
,city,B-E
,of,O
,Soccer,O
,Bowl,O
,'76,O
,?,O
Sentence: 1069,What,O
,is,O
,the,O
,political,B-E
,ideology,I-E
,of,O
,the,O
,Palang,B-E
,Dharma,I-E
,Party,I-E
,and,O
,type,B-E
,of,O
,the,O
,Inthakin,B-E
Sentence: 1070,What,O
,are,O
,the,O
,other,O
,cities,B-E
,of,O
,the,O
,bodies,B-E
,of,I-E
,water,I-E
,whose,O
,cities,B-E
,is,O
,Florida,B-E
Sentence: 1071,What,O
,is,O
,the,O
,music,B-E
,genre,I-E
,of,O
,the,O
,Battle,B-E
,Chess,I-E
,and,O
,purpose,B-E
,of,O
,the,O
,New,B-E
,Zealand,I-E
,Chess,I-E
,Federation,I-E
Sentence: 1072,Is,O
,C,B-E
,(programming,I-E
,language),I-E
,the,O
,programming,B-E
,language,I-E
,of,O
,GIMP,B-E
,?,O
Sentence: 1073,What,O
,is,O
,the,O
,relative,B-E
,of,O
,the,O
,person,B-E
,whose,O
,died,B-E
,in,I-E
,is,O
,Bergen-Belsen,B-E
,concentration,I-E
,camp,I-E
,?,O
Sentence: 1074,What,O
,is,O
,the,O
,state,B-E
,of,O
,the,O
,bridges,B-E
,whose,O
,style,B-E
,is,O
,Burr,B-E
,Truss,I-E
,?,O
Sentence: 1075,What,O
,is,O
,the,O
,information,B-E
,appliance,I-E
,whose,O
,predecessor,B-E
,is,O
,PlayStation,B-E
,2,I-E
,and,O
,manufacturer,B-E
,is,O
,Asus,B-E
,?,O
Sentence: 1076,What,O
,is,O
,the,O
,cover,B-E
,artist,I-E
,of,O
,the,O
,The,B-E
,Adventures,I-E
,of,I-E
,Tom,I-E
,Sawyer,I-E
,and,O
,derived,B-E
,from,I-E
,of,O
,the,O
,The,B-E
,Apple,I-E
,Tree,I-E
Sentence: 1077,What,O
,is,O
,the,O
,university,B-E
,of,O
,the,O
,Alexandre,B-E
,Tichonov,I-E
,and,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,of,O
,the,O
,Valentin,B-E
,Muratov,I-E
Sentence: 1078,What,O
,is,O
,the,O
,kind,B-E
,of,I-E
,music,I-E
,of,O
,the,O
,record,B-E
,labels,I-E
,whose,O
,is,B-E
,founded,I-E
,by,I-E
,is,O
,Andr,B-E
,Bourgeois,I-E
,?,O
Sentence: 1079,What,O
,is,O
,the,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,of,O
,the,O
,governor,B-E
,who,O
,is,O
,the,O
,lieutenant,B-E
,of,O
,Frank,B-E
,Steunenberg,I-E
,?,O
Sentence: 1080,Give,O
,the,O
,total,O
,number,O
,of,O
,title,B-E
,of,O
,the,O
,beauty,B-E
,queens,I-E
,whose,O
,hair,B-E
,color,I-E
,is,O
,Brown,B-E
,hair,I-E
,.,O
Sentence: 1081,What,O
,are,O
,the,O
,border,B-E
,of,O
,High,O
,Desert,O
,(Oregon),O
,?,O
Sentence: 1082,What,O
,is,O
,the,O
,location,B-E
,city,I-E
,of,O
,Burnside,O
,Distribution,O
,Corporation,O
,?,O
Sentence: 1083,What,O
,is,O
,the,O
,nationality,B-E
,of,O
,the,O
,engineer,B-E
,whose,O
,institution,B-E
,is,O
,Birdman,B-E
,Enterprises,I-E
,?,O
Sentence: 1084,What,O
,is,O
,the,O
,Location,B-E
,of,O
,Oskar,O
,Blues,O
,Brewery,O
,?,O
Sentence: 1085,How,O
,many,O
,series,B-E
,are,O
,there,O
,of,O
,the,O
,books,B-E
,whose,O
,author,B-E
,is,O
,Paul,B-E
,Leonard,I-E
,(writer),I-E
,?,O
Sentence: 1086,Whose,O
,prizess,B-E
,are,O
,Lovelace,B-E
,Medal,I-E
,and,O
,Norbert,B-E
,Wiener,I-E
,Award,I-E
,for,I-E
,Social,I-E
,and,I-E
,Professional,I-E
,Responsibility,I-E
,?,O
Sentence: 1087,List,O
,the,O
,sport,B-E
,of,O
,the,O
,owls,B-E
,whose,O
,city,B-E
,is,O
,Mariveles,B-E
,Bataan,I-E
,.,O
Sentence: 1088,What,O
,are,O
,the,O
,venerated,B-E
,in,I-E
,of,O
,Pope,O
,Gregory,O
,I,O
,?,O
Sentence: 1089,What,O
,is,O
,the,O
,president,B-E
,of,O
,the,O
,Mike,B-E
,McCurry,I-E
,(press,I-E
,secretary),I-E
,and,O
,incumbent,B-E
,of,O
,the,O
,Al,B-E
,Gore,I-E
,presidential,I-E
,campaign,I-E
,2000,I-E
Sentence: 1090,What,O
,is,O
,the,O
,content,B-E
,licence,I-E
,of,O
,the,O
,Frontaccounting,B-E
,and,O
,developed,B-E
,by,I-E
,of,O
,the,O
,GNOWSYS,B-E
Sentence: 1091,What,O
,is,O
,the,O
,largest,B-E
,city,I-E
,of,O
,the,O
,Pulau,B-E
,Ubin,I-E
,and,O
,administrative,B-E
,centre,I-E
,of,O
,the,O
,Pulau,B-E
,Ujong,I-E
Sentence: 1092,What,O
,is,O
,the,O
,company,B-E
,whose,O
,subsidiary,B-E
,is,O
,PrivateCore,B-E
,?,O
Sentence: 1093,What,O
,is,O
,the,O
,scientist,B-E
,whose,O
,supervisor,B-E
,is,O
,John,B-E
,Robert,I-E
,Woodyard,I-E
,and,O
,prizes,B-E
,is,O
,Norbert,B-E
,Wiener,I-E
,Award,I-E
,for,I-E
,Social,I-E
,and,I-E
,Professional,I-E
,Responsibility,I-E
,?,O
Sentence: 1094,What,O
,is,O
,the,O
,river,B-E
,whose,O
,mouth,B-E
,place,I-E
,is,O
,Essex,B-E
,and,O
,source,B-E
,place,I-E
,is,O
,Gloucestershire,B-E
,?,O
Sentence: 1095,What,O
,is,O
,the,O
,date,B-E
,of,I-E
,birth,I-E
,of,O
,Dick,O
,Redding,O
,?,O
Sentence: 1096,What,O
,is,O
,the,O
,awards,B-E
,of,O
,the,O
,Ingmar,B-E
,Bergman,I-E
,and,O
,honorary,B-E
,title,I-E
,of,O
,the,O
,James,B-E
,F.,I-E
,O'Brien,I-E
Sentence: 1097,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,other,O
,characters,B-E
,of,O
,the,O
,plays,B-E
,whose,O
,characters,B-E
,is,O
,Catwoman,B-E
,?,O
Sentence: 1098,What,O
,is,O
,the,O
,alma,B-E
,mater,I-E
,of,O
,the,O
,economists,B-E
,whose,O
,institution,B-E
,is,O
,University,B-E
,of,I-E
,the,I-E
,West,I-E
,Indies,I-E
,?,O
Sentence: 1099,Is,O
,NOAAS,B-E
,Davidson,I-E
,(S,I-E
,331),I-E
,the,O
,homeport,B-E
,of,O
,Seattle,B-E
,?,O
Sentence: 1100,What,O
,are,O
,the,O
,companies,B-E
,whose,O
,programming,B-E
,language's,I-E
,designer,B-E
,is,O
,Bjarne,B-E
,Stroustrup,I-E
,?,O
Sentence: 1101,Count,O
,the,O
,number,O
,of,O
,cities,B-E
,in,O
,Mediterranean,B-E
,Sea,I-E
,?,O
Sentence: 1102,What,O
,is,O
,the,O
,non-fiction,B-E
,subject,I-E
,of,O
,the,O
,books,B-E
,whose,O
,publisher,B-E
,is,O
,Doubleday,B-E
,(publisher),I-E
,?,O
Sentence: 1103,What,O
,is,O
,the,O
,death,B-E
,location,I-E
,of,O
,Judson,O
,Huss,O
,?,O
Sentence: 1104,What,O
,are,O
,the,O
,movies,B-E
,whose,O
,music's,B-E
,home,B-E
,town,I-E
,is,O
,Volos,B-E
,?,O
Sentence: 1105,What,O
,is,O
,the,O
,affiliation,B-E
,of,O
,tani,O
,University,O
,?,O
Sentence: 1106,What,O
,is,O
,the,O
,base,B-E
,currency,I-E
,of,O
,Benelux,O
,?,O
Sentence: 1107,What,O
,is,O
,the,O
,foundation,B-E
,of,O
,the,O
,Temenos,B-E
,Group,I-E
,and,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,of,O
,the,O
,Jerzy,B-E
,Jzef,I-E
,Potocki,I-E
Sentence: 1108,How,O
,many,O
,other,O
,services,B-E
,are,O
,there,O
,of,O
,the,O
,companies,B-E
,whose,O
,services,B-E
,is,O
,Data,B-E
,center,I-E
,services,I-E
,?,O
Sentence: 1109,What,O
,is,O
,the,O
,invented,B-E
,by,I-E
,of,O
,the,O
,Europa,B-E
,(moon),I-E
,and,O
,discoverer,B-E
,or,I-E
,inventor,I-E
,of,O
,the,O
,Callisto,B-E
,(moon),I-E
Sentence: 1110,What,O
,is,O
,the,O
,company,B-E
,whose,O
,servicess,B-E
,are,O
,Outlook.com,B-E
,and,O
,OneDrive,B-E
,?,O
Sentence: 1111,What,O
,is,O
,the,O
,awards,B-E
,of,O
,the,O
,scientists,B-E
,whose,O
,alma,B-E
,mater,I-E
,is,O
,University,B-E
,of,I-E
,Queensland,I-E
,?,O
Sentence: 1112,What,O
,is,O
,the,O
,governing,B-E
,body,I-E
,of,O
,the,O
,historic,B-E
,place,I-E
,whose,O
,architect,B-E
,is,O
,Chumash,B-E
,people,I-E
,?,O
Sentence: 1113,What,O
,is,O
,the,O
,denomination,B-E
,of,O
,the,O
,ethnic,B-E
,group,I-E
,which,O
,is,O
,the,O
,related,B-E
,of,O
,Waxiang,B-E
,people,I-E
,?,O
Sentence: 1114,Is,O
,Dartmouth,B-E
,College,I-E
,the,O
,university,B-E
,of,O
,Alexander,B-E
,Magleby,I-E
,?,O
Sentence: 1115,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,constituency,B-E
,is,O
,Noe,B-E
,Valley,I-E
,San,I-E
,Francisco,I-E
,and,O
,military,B-E
,unit,I-E
,is,O
,USS,B-E
,Kittiwake,I-E
,(ASR-13),I-E
,?,O
Sentence: 1116,What,O
,are,O
,the,O
,address,B-E
,of,O
,South,O
,Shore,O
,Plaza,O
,?,O
Sentence: 1117,What,O
,is,O
,the,O
,resting,B-E
,place,I-E
,of,O
,the,O
,politician,B-E
,who,O
,is,O
,the,O
,associate,B-E
,of,O
,John,B-E
,Betts,I-E
,(Connecticut,I-E
,politician),I-E
,?,O
Sentence: 1118,What,O
,are,O
,the,O
,movies,B-E
,whose,O
,music,B-E
,is,O
,Waddy,B-E
,Wachtel,I-E
,?,O
Sentence: 1119,Is,O
,Colorado,B-E
,the,O
,garrison,B-E
,of,O
,2d,B-E
,Command,I-E
,and,I-E
,Control,I-E
,Squadron,I-E
,?,O
Sentence: 1120,What,O
,office,B-E
,holder's,I-E
,military,B-E
,unit,I-E
,is,O
,39th,B-E
,Infantry,I-E
,Regiment,I-E
,(War,I-E
,of,I-E
,1812),I-E
Sentence: 1121,What,O
,is,O
,the,O
,border,B-E
,of,O
,the,O
,Korean,B-E
,Peninsula,I-E
,and,O
,state,B-E
,of,O
,the,O
,Sodagreen,B-E
Sentence: 1122,Who,O
,is,O
,the,O
,composer,B-E
,of,O
,Spanish,O
,Harlem,O
,Incident,O
,?,O
Sentence: 1123,What,O
,is,O
,the,O
,sport,B-E
,of,O
,the,O
,universities,B-E
,whose,O
,affiliation,B-E
,is,O
,State,B-E
,Colleges,I-E
,and,I-E
,Universities,I-E
,Athletic,I-E
,Association,I-E
,?,O
Sentence: 1124,What,O
,are,O
,the,O
,television,B-E
,shows,I-E
,whose,O
,distributed,B-E
,by's,I-E
,shareholder,B-E
,is,O
,European,B-E
,Broadcasting,I-E
,Union,I-E
,?,O
Sentence: 1125,How,O
,many,O
,basketball,B-E
,players,I-E
,are,O
,there,O
,whose,O
,draft,B-E
,team,I-E
,is,O
,Los,B-E
,Angeles,I-E
,Clippers,I-E
,?,O
Sentence: 1126,What,O
,is,O
,the,O
,musical,B-E
,artist,I-E
,whose,O
,labels,B-E
,are,O
,Celluloid,B-E
,Records,I-E
,and,O
,Victor,B-E
,Entertainment,I-E
,?,O
Sentence: 1127,What,O
,is,O
,the,O
,foundation,B-E
,of,O
,the,O
,Young,B-E
,Americans,I-E
,Bank,I-E
,and,O
,location,B-E
,city,I-E
,of,O
,the,O
,Denver,B-E
,Broncos,I-E
Sentence: 1128,Who,O
,is,O
,the,O
,scientist,B-E
,whose,O
,academic,B-E
,advisor,I-E
,is,O
,Benjamin,B-E
,Pulleyn,I-E
,?,O
Sentence: 1129,What,O
,is,O
,the,O
,draft,B-E
,team,I-E
,of,O
,the,O
,Bob,B-E
,MacMillan,I-E
,and,O
,prospect,B-E
,team,I-E
,of,O
,the,O
,Robin,B-E
,Kovacs,I-E
Sentence: 1130,How,O
,many,O
,non-fiction,B-E
,subject,I-E
,are,O
,there,O
,of,O
,the,O
,books,B-E
,whose,O
,author,B-E
,is,O
,Terry,B-E
,Pratchett,I-E
,?,O
Sentence: 1131,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,theme,B-E
,music,I-E
,composer's,I-E
,band,B-E
,member,I-E
,is,O
,Larry,B-E
,LaLonde,I-E
,?,O
Sentence: 1132,What,O
,is,O
,the,O
,political,B-E
,party,I-E
,of,O
,the,O
,Arunachal,B-E
,Pradesh,I-E
,Legislative,I-E
,Assembly,I-E
,election,I-E
,2014,I-E
,and,O
,Fourth,B-E
,Legislative,I-E
,Assembly,I-E
,of,I-E
,Delhi,I-E
Sentence: 1133,What,O
,is,O
,the,O
,former,B-E
,partner,I-E
,of,O
,the,O
,figure,B-E
,skaters,I-E
,whose,O
,former,B-E
,choreographer,I-E
,is,O
,Catarina,B-E
,Lindgren,I-E
,?,O
Sentence: 1134,How,O
,many,O
,region,B-E
,are,O
,there,O
,in,O
,English,B-E
,Americans,I-E
,?,O
Sentence: 1135,What,O
,is,O
,the,O
,baseball,B-E
,team,I-E
,whose,O
,stockholder,B-E
,is,O
,Robert,B-E
,Nutting,I-E
,?,O
Sentence: 1136,What,O
,is,O
,the,O
,religion,B-E
,of,O
,Gamini,O
,Seneviratne,O
,?,O
Sentence: 1137,Who,O
,is,O
,the,O
,fictional,B-E
,character,I-E
,whose,O
,portrayer,B-E
,is,O
,Roger,B-E
,Barton,I-E
,(film,I-E
,editor),I-E
,?,O
Sentence: 1138,Who,O
,are,O
,the,O
,soccer,B-E
,managers,I-E
,whose,O
,manager,B-E
,club,I-E
,is,O
,England,B-E
,national,I-E
,under-20,I-E
,football,I-E
,team,I-E
,?,O
Sentence: 1139,What,O
,is,O
,the,O
,river,B-E
,whose,O
,source,B-E
,place,I-E
,is,O
,Australian,B-E
,Alps,I-E
,and,O
,mouth,B-E
,place,I-E
,is,O
,Goolwa,B-E
,South,I-E
,Australia,I-E
,?,O
Sentence: 1140,What,O
,is,O
,the,O
,place,B-E
,of,I-E
,birth,I-E
,of,O
,the,O
,philosopher,B-E
,who,O
,is,O
,the,O
,doctoral,B-E
,student,I-E
,of,O
,James,B-E
,S.,I-E
,Langer,I-E
,?,O
Sentence: 1141,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,military,B-E
,branches,I-E
,are,O
,Colonial,B-E
,troops,I-E
,and,O
,Continental,B-E
,Army,I-E
,?,O
Sentence: 1142,Who,O
,is,O
,the,O
,royalty,B-E
,whose,O
,major,B-E
,shrine,I-E
,is,O
,Aachen,B-E
,Cathedral,I-E
,?,O
Sentence: 1143,What,O
,is,O
,the,O
,religious,B-E
,affiliation,I-E
,of,O
,the,O
,office,B-E
,holders,I-E
,whose,O
,party,B-E
,is,O
,Minjoo,B-E
,Party,I-E
,of,I-E
,Korea,I-E
,?,O
Sentence: 1144,What,O
,is,O
,the,O
,band,B-E
,member,I-E
,of,O
,the,O
,Bands,B-E
,whose,O
,current,B-E
,members,I-E
,is,O
,Robert,B-E
,De,I-E
,Niro,I-E
,?,O
Sentence: 1145,What,O
,is,O
,the,O
,mountain,B-E
,whose,O
,person,B-E
,that,I-E
,first,I-E
,ascented,I-E
,a,I-E
,mountain,I-E
,is,O
,Krzysztof,B-E
,Wielicki,I-E
,?,O
Sentence: 1146,Give,O
,me,O
,the,O
,total,O
,number,O
,of,O
,Guests,B-E
,of,O
,the,O
,television,B-E
,episodes,I-E
,whose,O
,Guests,B-E
,is,O
,Michael,B-E
,Cristofer,I-E
,.,O
Sentence: 1147,How,O
,many,O
,combatant,B-E
,are,O
,there,O
,of,O
,the,O
,military,B-E
,conflicts,I-E
,whose,O
,commander,B-E
,is,O
,Blue,B-E
,Jacket,I-E
,?,O
Sentence: 1148,Who,O
,is,O
,the,O
,president,B-E
,whose,O
,lieutenant,B-E
,is,O
,Joe,B-E
,Purcell,I-E
,?,O
Sentence: 1149,What,O
,is,O
,the,O
,coach,B-E
,of,O
,the,O
,201314,B-E
,Marquette,I-E
,Golden,I-E
,Eagles,I-E
,men's,I-E
,basketball,I-E
,team,I-E
,and,O
,headcoach,B-E
,of,O
,the,O
,200809,B-E
,Marquette,I-E
,Golden,I-E
,Eagles,I-E
,men's,I-E
,basketball,I-E
,team,I-E
Sentence: 1150,List,O
,the,O
,state,B-E
,of,O
,the,O
,universities,B-E
,whose,O
,nation,B-E
,is,O
,United,B-E
,States,I-E
,.,O
Sentence: 1151,What,O
,is,O
,the,O
,location,B-E
,of,O
,the,O
,Alexander,B-E
,Morozevich,I-E
,and,O
,official,B-E
,residence,I-E
,of,O
,the,O
,Dmitri,B-E
,Nossov,I-E
Sentence: 1152,What,O
,is,O
,the,O
,television,B-E
,show,I-E
,whose,O
,executive,B-E
,producer,I-E
,is,O
,Steven,B-E
,Peterman,I-E
,?,O
Sentence: 1153,What,O
,are,O
,the,O
,military,B-E
,conflicts,I-E
,whose,O
,place,B-E
,of,I-E
,military,I-E
,conflict,I-E
,is,O
,Israel,B-E
,?,O
Sentence: 1154,What,O
,is,O
,the,O
,magazine,B-E
,whose,O
,publisher's,B-E
,honors,B-E
,is,O
,Rock,B-E
,and,I-E
,Roll,I-E
,Hall,I-E
,of,I-E
,Fame,I-E
,?,O
Sentence: 1155,What,O
,is,O
,the,O
,venerated,B-E
,in,I-E
,of,O
,the,O
,religiouss,B-E
,whose,O
,major,B-E
,shrine,I-E
,is,O
,Hebron,B-E
,?,O
Sentence: 1156,What,O
,is,O
,the,O
,home,B-E
,town,I-E
,of,O
,the,O
,Band,B-E
,which,O
,is,O
,the,O
,Artist,B-E
,of,O
,Your,B-E
,Ice,I-E
,Cream's,I-E
,Dirty,I-E
,?,O
Sentence: 1157,What,O
,is,O
,the,O
,chancellor,B-E
,of,O
,the,O
,university,B-E
,whose,O
,affiliations,B-E
,is,O
,Dartington,B-E
,College,I-E
,of,I-E
,Arts,I-E
,?,O
Sentence: 1158,What,O
,is,O
,the,O
,nationality,B-E
,of,O
,Sune,O
,Agerschou,O
,?,O
Sentence: 1159,What,O
,is,O
,the,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,of,O
,Charles,O
,Gordon,O
,(artist),O
,?,O
Sentence: 1160,What,O
,is,O
,the,O
,fields,B-E
,of,O
,Paul,O
,Demiville,O
,?,O
Sentence: 1161,What,O
,is,O
,the,O
,battle,B-E
,of,O
,the,O
,Jim,B-E
,Jones,I-E
,(judge),I-E
,and,O
,battles,B-E
,of,O
,the,O
,Allen,B-E
,Boyd,I-E
Sentence: 1162,Who,O
,are,O
,the,O
,saints,B-E
,whose,O
,canonized,B-E
,by,I-E
,is,O
,Pope,B-E
,Paul,I-E
,VI,I-E
,?,O
Sentence: 1163,What,O
,is,O
,the,O
,restingplace,B-E
,of,O
,the,O
,congressman,B-E
,whose,O
,deathplace,B-E
,is,O
,McLean,B-E
,Hospital,I-E
,?,O
Sentence: 1164,What,O
,are,O
,the,O
,software,B-E
,whose,O
,programming,B-E
,language's,I-E
,developed,B-E
,by,I-E
,is,O
,The,B-E
,GNOME,I-E
,Project,I-E
,?,O
Sentence: 1165,What,O
,is,O
,the,O
,race,B-E
,of,O
,the,O
,Best,B-E
,Mate,I-E
,and,O
,race,B-E
,of,O
,the,O
,Martin,B-E
,Molony,I-E
Sentence: 1166,What,O
,is,O
,the,O
,street,B-E
,address,I-E
,of,O
,the,O
,hotel,B-E
,whose,O
,architect,B-E
,is,O
,Francis,B-E
,Palmer,I-E
,Smith,I-E
,?,O
Sentence: 1167,List,O
,the,O
,maintained,B-E
,by,I-E
,of,O
,the,O
,bridges,B-E
,whose,O
,designer,B-E
,is,O
,Malaysian,B-E
,Public,I-E
,Works,I-E
,Department,I-E
,.,O
Sentence: 1168,What,O
,is,O
,the,O
,birth,B-E
,place,I-E
,of,O
,the,O
,owls,B-E
,whose,O
,successor,B-E
,is,O
,L,B-E
,Hng,I-E
,Phong,I-E
,?,O
Sentence: 1169,What,O
,is,O
,the,O
,race,B-E
,of,O
,the,O
,Fergie,B-E
,Sutherland,I-E
,and,O
,Coneygree,B-E
Sentence: 1170,What,O
,are,O
,the,O
,other,O
,key,B-E
,people,I-E
,of,O
,the,O
,non-profit,B-E
,organisations,I-E
,whose,O
,key,B-E
,people,I-E
,is,O
,Hillary,B-E
,Clinton,I-E
Sentence: 1171,What,O
,are,O
,the,O
,school,B-E
,of,O
,Bobby,O
,Skinstad,O
,?,O
Sentence: 1172,Is,O
,Lionel,B-E
,Messi,I-E
,the,O
,current,B-E
,member,I-E
,of,O
,2009,B-E
,FIFA,I-E
,Club,I-E
,World,I-E
,Cup,I-E
,squads,I-E
,?,O
Sentence: 1173,Is,O
,Bob,B-E
,Dylan,I-E
,the,O
,illustrator,B-E
,of,O
,Writings,B-E
,and,I-E
,Drawings,I-E
,?,O
Sentence: 1174,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,universities,B-E
,whose,O
,athletics's,B-E
,champion,B-E
,is,O
,2015,B-E
,Alabama,I-E
,Crimson,I-E
,Tide,I-E
,football,I-E
,team,I-E
,?,O
Sentence: 1175,Is,O
,Napster,B-E
,the,O
,distributing,B-E
,label,I-E
,of,O
,Lotuspool,B-E
,Records,I-E
,?,O
Sentence: 1176,List,O
,the,O
,base,B-E
,currency,I-E
,of,O
,the,O
,owls,B-E
,whose,O
,anthem,B-E
,is,O
,Oj,B-E
,svijetla,I-E
,majska,I-E
,zoro,I-E
,.,O
Sentence: 1177,What,O
,is,O
,the,O
,known,B-E
,for,I-E
,of,O
,the,O
,Merritt,B-E
,Cabal,I-E
,and,O
,publisher,B-E
,of,O
,the,O
,Lucifer's,B-E
,Hammer,I-E
Sentence: 1178,What,O
,is,O
,the,O
,parent,B-E
,company,I-E
,of,O
,Ford,O
,Falcon,O
,Cobra,O
,?,O
Sentence: 1179,How,O
,many,O
,baseball,B-E
,players,I-E
,are,O
,there,O
,whose,O
,member,B-E
,of,I-E
,team,I-E
,is,O
,San,B-E
,Francisco,I-E
,Giants,I-E
,?,O
Sentence: 1180,What,O
,is,O
,the,O
,location,B-E
,town,I-E
,of,O
,the,O
,Seattle,B-E
,Great,I-E
,Wheel,I-E
,and,O
,place,B-E
,of,O
,the,O
,Geography,B-E
,Club,I-E
,(play),I-E
Sentence: 1181,How,O
,many,O
,race,B-E
,are,O
,there,O
,in,O
,Best,B-E
,Mate,I-E
,?,O
Sentence: 1182,What,O
,is,O
,the,O
,office,B-E
,holder,I-E
,whose,O
,governor,B-E
,is,O
,Charles,B-E
,Willing,I-E
,Byrd,I-E
,and,O
,kids,B-E
,is,O
,John,B-E
,Scott,I-E
,Harrison,I-E
,?,O
Sentence: 1183,Who,O
,is,O
,the,O
,relatives,B-E
,of,O
,Lyubov,O
,Dostoyevskaya,O
,?,O
Sentence: 1184,What,O
,is,O
,the,O
,military,B-E
,rank,I-E
,of,O
,the,O
,owl,B-E
,which,O
,is,O
,the,O
,notable,B-E
,commander,I-E
,of,O
,Peruvian,B-E
,Army,I-E
,?,O
Sentence: 1185,Is,O
,Seattle,B-E
,the,O
,target,B-E
,airport,I-E
,of,O
,West,B-E
,Coast,I-E
,Airlines,I-E
,?,O
Sentence: 1186,What,O
,are,O
,the,O
,military,B-E
,units,I-E
,whose,O
,garrison,B-E
,is,O
,Arlington,B-E
,County,I-E
,Virginia,I-E
,?,O
Sentence: 1187,What,O
,is,O
,the,O
,total,O
,number,O
,of,O
,PLACE,B-E
,OF,I-E
,DEATH,I-E
,of,O
,the,O
,philosophers,B-E
,whose,O
,main,B-E
,interests,I-E
,is,O
,Ethics,B-E
,?,O
Sentence: 1188,Who,O
,is,O
,the,O
,fictional,B-E
,character,I-E
,whose,O
,voice,B-E
,is,O
,The,B-E
,Dognapper,I-E
,?,O
Sentence: 1189,What,O
,is,O
,the,O
,developer,B-E
,of,O
,Dart,O
,(programming,O
,language),O
,?,O
Sentence: 1190,What,O
,is,O
,the,O
,publisher,B-E
,of,O
,the,O
,books,B-E
,whose,O
,non-fiction,B-E
,subject,I-E
,is,O
,Jazz,B-E
,?,O
Sentence: 1191,What,O
,is,O
,the,O
,narrated,B-E
,of,O
,the,O
,The,B-E
,Incredible,I-E
,Hulk,I-E
,(1982,I-E
,TV,I-E
,series),I-E
,and,O
,writers,B-E
,of,O
,the,O
,Tales,B-E
,of,I-E
,Suspense,I-E
Sentence: 1192,What,O
,is,O
,the,O
,parent,B-E
,of,O
,the,O
,writer,B-E
,whose,O
,home,B-E
,town,I-E
,is,O
,Buckinghamshire,B-E
,?,O
Sentence: 1193,What,O
,is,O
,the,O
,athletics,B-E
,of,O
,the,O
,PATTS,B-E
,College,I-E
,of,I-E
